player_name,headshots
tre-mann,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630544.png
trendon-watford,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630570.png
trey-lyles,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626168.png
trey-murphy-iii,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630530.png
troy-brown-jr.,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628972.png
ty-jerome,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629660.png
tyler-herro,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629639.png
tyrese-haliburton,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630169.png
tyrese-maxey,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630178.png
vlatko-cancar,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628427.png
christian-wood,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626174.png
udoka-azubuike,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628962.png
usman-garuba,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630586.png
vince-williams-jr.,https://cdn.nba.com/headshots/nba/latest/260x190/1631246.png
walker-kessler,https://cdn.nba.com/headshots/nba/latest/260x190/1631117.png
wendell-moore-jr.,https://cdn.nba.com/headshots/nba/latest/260x190/1631111.png
anfernee-simons,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629014.png
cole-anthony,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630175.png
wesley-matthews,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202083.png
xavier-tillman,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630214.png
yuta-watanabe,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629139.png
aaron-wiggins,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630598.png
zach-collins,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628380.png
zeke-nnaji,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630192.png
ziaire-williams,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630533.png
zion-williamson,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629627.png
alex-caruso,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627936.png
miles-bridges,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628970.png
sam-merrill,https://cdn.nba.com/headshots/nba/latest/260x190/1630241.png
julian-strawther,https://cdn.nba.com/headshots/nba/latest/260x190/1631124.png
craig-porter-jr.,https://cdn.nba.com/headshots/nba/latest/260x190/1641854.png
duop-reath,https://cdn.nba.com/headshots/nba/latest/260x190/1641871.png
anthony-davis,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203076.png
amen-thompson,https://cdn.nba.com/headshots/nba/latest/260x190/1641708.png
andre-jackson-jr.,https://cdn.nba.com/headshots/nba/latest/260x190/1641748.png
anthony-black,https://cdn.nba.com/headshots/nba/latest/260x190/1641710.png
anthony-gill,https://cdn.nba.com/headshots/nba/latest/260x190/1630264.png
ausar-thompson,https://cdn.nba.com/headshots/nba/latest/260x190/1641709.png
alex-len,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203458.png
caleb-houstan,https://cdn.nba.com/headshots/nba/latest/260x190/1631216.png
ben-sheppard,https://cdn.nba.com/headshots/nba/latest/260x190/1641767.png
bilal-coulibaly,https://cdn.nba.com/headshots/nba/latest/260x190/1641731.png
aaron-holiday,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628988.png
blake-wesley,https://cdn.nba.com/headshots/nba/latest/260x190/1631104.png
cam-whitmore,https://cdn.nba.com/headshots/nba/latest/260x190/1641715.png
cason-wallace,https://cdn.nba.com/headshots/nba/latest/260x190/1641717.png
charles-bassey,https://cdn.nba.com/headshots/nba/latest/260x190/1629646.png
dayron-sharpe,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630549.png
colby-jones,https://cdn.nba.com/headshots/nba/latest/260x190/1641732.png
cole-swider,https://cdn.nba.com/headshots/nba/latest/260x190/1631306.png
dante-exum,https://cdn.nba.com/headshots/nba/latest/260x190/203957.png
dariq-whitehead,https://cdn.nba.com/headshots/nba/latest/260x190/1641727.png
dominick-barlow,https://cdn.nba.com/headshots/nba/latest/260x190/1631230.png
aaron-gordon,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203932.png
anthony-edwards,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630162.png
emoni-bates,https://cdn.nba.com/headshots/nba/latest/260x190/1641734.png
isaiah-wong,https://cdn.nba.com/headshots/nba/latest/260x190/1631209.png
jett-howard,https://cdn.nba.com/headshots/nba/latest/260x190/1641724.png
aj-griffin,https://cdn.nba.com/headshots/nba/latest/260x190/1631100.png
alperen-sengun,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630578.png
amir-coffey,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629599.png
chimezie-metu,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629002.png
collin-sexton,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629012.png
chris-boucher,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628449.png
cj-mccollum,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203468.png
delon-wright,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626153.png
danuel-house-jr.,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627863.png
dillon-brooks,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628415.png
chuma-okeke,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629643.png
dangelo-russell,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626156.png
dejounte-murray,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627749.png
jordan-hawkins,https://cdn.nba.com/headshots/nba/latest/260x190/1641722.png
christian-koloko,https://cdn.nba.com/headshots/nba/latest/260x190/1631132.png
davion-mitchell,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630558.png
dean-wade,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629731.png
dennis-smith-jr.,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628372.png
christian-braun,https://cdn.nba.com/headshots/nba/latest/260x190/1631128.png
damion-lee,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627814.png
deandre-jordan,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201599.png
devin-vassell,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630170.png
devonte-graham,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628984.png
doug-mcdermott,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203926.png
georges-niang,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627777.png
dylan-windler,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629685.png
jalen-mcdaniels,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629667.png
jakob-poeltl,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627751.png
jevon-carter,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628975.png
johnny-davis,https://cdn.nba.com/headshots/nba/latest/260x190/1631098.png
josh-christopher,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630528.png
jonathan-isaac,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628371.png
keegan-murray,https://cdn.nba.com/headshots/nba/latest/260x190/1631099.png
keita-bates-diop,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628966.png
jordan-mclaughlin,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629162.png
julian-champagnie,https://cdn.nba.com/headshots/nba/latest/260x190/1630577.png
julius-randle,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203944.png
kj-martin,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630231.png
keon-johnson,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630553.png
kessler-edwards,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630556.png
kris-murray,https://cdn.nba.com/headshots/nba/latest/260x190/1631200.png
kira-lewis-jr.,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630184.png
lamar-stevens,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630205.png
lebron-james,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2544.png
luka-garza,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630568.png
luka-doncic,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629029.png
lonzo-ball,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628366.png
marvin-bagley-iii,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628963.png
mason-plumlee,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203486.png
maxi-kleber,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628467.png
max-strus,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629622.png
mike-conley,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201144.png
moritz-wagner,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629021.png
moussa-diabate,https://cdn.nba.com/headshots/nba/latest/260x190/1631217.png
moses-brown,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629650.png
myles-turner,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626167.png
nikola-jokic,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203999.png
quentin-grimes,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629656.png
reggie-bullock-jr.,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203493.png
rj-barrett,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629628.png
robert-covington,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203496.png
royce-oneale,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626220.png
shai-gilgeous-alexander,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628983.png
luke-kornet,https://cdn.nba.com/headshots/nba/latest/260x190/1628436.png
sandro-mamukelashvili,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630572.png
santi-aldama,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630583.png
steven-adams,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203500.png
thanasis-antetokounmpo,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203648.png
tre-jones,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630200.png
trent-forrest,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630235.png
tyty-washington-jr.,https://cdn.nba.com/headshots/nba/latest/260x190/1631102.png
tyus-jones,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626145.png
victor-oladipo,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203506.png
wendell-carter-jr.,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628976.png
zach-lavine,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203897.png
jacob-gilyard,https://cdn.nba.com/headshots/nba/latest/260x190/1631367.png
keon-ellis,https://cdn.nba.com/headshots/nba/latest/260x190/1631165.png
colin-castleton,https://cdn.nba.com/headshots/nba/latest/260x190/1630658.png
brandin-podziemski,https://cdn.nba.com/headshots/nba/latest/260x190/1641764.png
brandon-miller,https://cdn.nba.com/headshots/nba/latest/260x190/1641706.png
brice-sensabaugh,https://cdn.nba.com/headshots/nba/latest/260x190/1641729.png
charles-bediako,https://cdn.nba.com/headshots/nba/latest/260x190/1641777.png
dereon-seabron,https://cdn.nba.com/headshots/nba/latest/260x190/1631220.png
dereck-lively-ii,https://cdn.nba.com/headshots/nba/latest/260x190/1641726.png
jaylen-clark,https://cdn.nba.com/headshots/nba/latest/260x190/1641740.png
kobe-bufkin,https://cdn.nba.com/headshots/nba/latest/260x190/1641723.png
eugene-omoruyi,https://cdn.nba.com/headshots/nba/latest/260x190/1630647.png
jordan-miller,https://cdn.nba.com/headshots/nba/latest/260x190/1641757.png
jordan-walsh,https://cdn.nba.com/headshots/nba/latest/260x190/1641775.png
filip-petrusev,https://cdn.nba.com/headshots/nba/latest/260x190/1630196.png
gg-jackson,https://cdn.nba.com/headshots/nba/latest/260x190/1641713.png
gradey-dick,https://cdn.nba.com/headshots/nba/latest/260x190/1641711.png
harry-giles-iii,https://cdn.nba.com/headshots/nba/latest/260x190/1628385.png
haywood-highsmith,https://cdn.nba.com/headshots/nba/latest/260x190/1629312.png
isaiah-livers,https://cdn.nba.com/headshots/nba/latest/260x190/1630587.png
jaime-jaquez-jr.,https://cdn.nba.com/headshots/nba/latest/260x190/1631170.png
mouhamed-gueye,https://cdn.nba.com/headshots/nba/latest/260x190/1631243.png
jalen-hood-schifino,https://cdn.nba.com/headshots/nba/latest/260x190/1641720.png
jalen-pickett,https://cdn.nba.com/headshots/nba/latest/260x190/1629618.png
jalen-wilson,https://cdn.nba.com/headshots/nba/latest/260x190/1630592.png
jarace-walker,https://cdn.nba.com/headshots/nba/latest/260x190/1641716.png
jericho-sims,https://cdn.nba.com/headshots/nba/latest/260x190/1630579.png
jock-landale,https://cdn.nba.com/headshots/nba/latest/260x190/1629111.png
kris-dunn,https://cdn.nba.com/headshots/nba/latest/260x190/1627739.png
julian-phillips,https://cdn.nba.com/headshots/nba/latest/260x190/1641763.png
keyontae-johnson,https://cdn.nba.com/headshots/nba/latest/260x190/1641749.png
keyonte-george,https://cdn.nba.com/headshots/nba/latest/260x190/1641718.png
leonard-miller,https://cdn.nba.com/headshots/nba/latest/260x190/1631159.png
marcus-sasser,https://cdn.nba.com/headshots/nba/latest/260x190/1631204.png
markquis-nowell,https://cdn.nba.com/headshots/nba/latest/260x190/1641806.png
matt-ryan,https://cdn.nba.com/headshots/nba/latest/260x190/1630346.png
maxwell-lewis,https://cdn.nba.com/headshots/nba/latest/260x190/1641721.png
nick-smith-jr.,https://cdn.nba.com/headshots/nba/latest/260x190/1641733.png
noah-clowney,https://cdn.nba.com/headshots/nba/latest/260x190/1641730.png
olivier-maxence-prosper,https://cdn.nba.com/headshots/nba/latest/260x190/1641765.png
onuralp-bitim,https://cdn.nba.com/headshots/nba/latest/260x190/1641931.png
orlando-robinson,https://cdn.nba.com/headshots/nba/latest/260x190/1631115.png
oscar-tshiebwe,https://cdn.nba.com/headshots/nba/latest/260x190/1631131.png
saben-lee,https://cdn.nba.com/headshots/nba/latest/260x190/1630240.png
sasha-vezenkov,https://cdn.nba.com/headshots/nba/latest/260x190/1628426.png
scoot-henderson,https://cdn.nba.com/headshots/nba/latest/260x190/1630703.png
sidy-cissoko,https://cdn.nba.com/headshots/nba/latest/260x190/1631321.png
simone-fontecchio,https://cdn.nba.com/headshots/nba/latest/260x190/1631323.png
taylor-hendricks,https://cdn.nba.com/headshots/nba/latest/260x190/1641707.png
terquavion-smith,https://cdn.nba.com/headshots/nba/latest/260x190/1631173.png
toumani-camara,https://cdn.nba.com/headshots/nba/latest/260x190/1641739.png
trayce-jackson-davis,https://cdn.nba.com/headshots/nba/latest/260x190/1631218.png
